Categories,Descriptions,Duration,Instructor_full,Level,Link,Name,NumEnrolled,NumReviews,Price,Provider_full,Stars,InstructorName,ProviderName,MasterCategories,Modules,ReviewsURL,Skills,Source,string,Keywords
Nature & Environment,"On this two week course, you will explore bioenergy, one of the most diverse and readily available sources of renewable energy. You’ll look into what types of biomass can be used and how sustainable energy solutions can be developed in a wide range of communities.,You will learn how solar energy converts inorganic matter into biomass and consider the origins of fossil fuel. As you investigate different sources of biofuel, you will explore some of the associated socioeconomic and environmental implications.,You’ll then study how biomass can be converted into clean energy using different technologies before delving into social issues associated with biomass combustion.,You will learn about the use of biogas and liquid biofuels such as palm oil by looking at case studies from around the world.,As you explore how communities use bioenergy, you’ll understand how it can be used to improve access to clean renewable energy to those that need it the most and gain an insight into practical applications.,You will also learn how people use a range of energy technologies in their homes by ‘stacking’ and explore ways that sustainability is enhanced by using bioenergy in different communities.,This skills-based course will enable you to put into practice the knowledge you’ve acquired by conducting a feasibility study for introducing bioenergy technologies into a small community. You will also get to use tools and gather technical information to help you develop your expertise and explore the topic further.",8.0,"{'instructor_link': '/profiles/1539', 'instructor_name': 'Jon Lovett'}",Intermediate,https://www.futurelearn.com/courses/renewable-energy-achieving-sustainability-through-bioenergy,Renewable Energy: Achieving Sustainability through Bioenergy,"2,618",20.0,27.99,"{'provider_link': 'https://www.futurelearn.com/partners/university-of-leeds',
 'provider_name': 'University of Leeds'}",4.5,Jon Lovett,University of Leeds,Nature & Environment,"[{""module_number"": None, ""module_name"": None, ""module_duration"": None}]",,"[Nature biomass,Interdisciplinary approach,Tech,Socio-economic need]",Futurelearn,"renewable energy : achieve sustainability through Bioenergy on this two week course , you will explore bioenergy , one of the most diverse and readily available source of renewable energy . you ’ll look into what type of biomass can be use and how sustainable energy solution can be develop in a wide range of community . ,You will learn how solar energy convert inorganic matter into biomass and consider the origin of fossil fuel . as you investigate different source of biofuel , you will explore some of the associate socioeconomic and environmental implication . ,You’ll then study how biomass can be convert into clean energy use different technology before delve into social issue associate with biomass combustion . ,You will learn about the use of biogas and liquid biofuel such as palm oil by look at case study from around the world . ,As you explore how community use bioenergy , you ’ll understand how it can be use to improve access to clean renewable energy to those that need it the most and gain an insight into practical application . ,You will also learn how people use a range of energy technology in their home by ' stack ' and explore way that sustainability be enhance by use bioenergy in different community . ,This skill - base course will enable you to put into practice the knowledge you ’ve acquire by conduct a feasibility study for introduce bioenergy technology into a small community . you will also get to use tool and gather technical information to help you develop your expertise and explore the topic far .","biomass, socioeconomic, practice, application, ll, convert, diverse, conduct, origin, enable, Nature & Environment, Nature & Environment, [Nature biomass,Interdisciplinary approach,Tech,Socio-economic need]"
Big Data & Analytics ,"Please note that a video introduction of the course can be found here, and that a Spanish version of the course is available here.,Diet is the biggest single risk factor for preventable diseases in the world and a key driver of diabetes, heart disease, and other non-communicable diseases (NCDs).,On this course, you’ll look at what makes up a healthy diet, and see what types of foods play a crucial part in preventing diseases and improving wellbeing.,Medical professionals are of utmost importance in food transformation and a well understood knowledge of the link between food, health, nutrition and sustainability helps them in playing an active role.,You’ll build your understanding of the relationship between food and disease. You’ll also reflect on the possible biological, social, and psychological causes of unhealthy eating patterns, and interpret the importance of evidence-based nutrition.,You’ll explore different forms of sustainable diet and how to apply current health guidelines to different groups of people based on their current life stage and health.,By understanding the link between food, nutrition, diets, and sustainability, you’ll be able to effectively assess human health at different life stages.,By interpreting and analysing evidence-based nutrition reports, you’ll be able to identify which foods are essential to maintain a healthy and balanced diet, as well as which ingredients can help treat and prevent various diseases. You’ll also develop skills to have conversations with people about improving their diet for health benefit.",,"{'instructor_link': '/profiles/9555462',
 'instructor_name': 'Maarten van der Kamp'}",,https://www.futurelearn.com/courses/nutrition-for-health,Nutrition for Health and Sustainability,"10,426",99.0,,"{'provider_link': 'https://www.futurelearn.com/partners/food',
 'provider_name': 'EIT Food'}",4.7,Maarten van der Kamp,EIT Food,Data Science,"[{""module_number"": None, ""module_name"": None, ""module_duration"": None}]",,,Futurelearn,"nutrition for Health and Sustainability please note that a video introduction of the course can be find here , and that a spanish version of the course be available here . ,Diet be the big single risk factor for preventable disease in the world and a key driver of diabetes , heart disease , and other non - communicable disease ( NCDs).,On this course , you ’ll look at what make up a healthy diet , and see what type of food play a crucial part in prevent disease and improve wellbeing . ,Medical professional be of utmost importance in food transformation and a well understand knowledge of the link between food , health , nutrition and sustainability help they in play an active role . ,You’ll build your understanding of the relationship between food and disease . you ’ll also reflect on the possible biological , social , and psychological cause of unhealthy eat pattern , and interpret the importance of evidence - base nutrition . ,You’ll explore different form of sustainable diet and how to apply current health guideline to different group of people base on their current life stage and health . ,By understand the link between food , nutrition , diet , and sustainability , you ’ll be able to effectively assess human health at different life stage . ,By interpreting and analyse evidence - base nutrition report , you ’ll be able to identify which food be essential to maintain a healthy and balanced diet , as well as which ingredient can help treat and prevent various disease . you ’ll also develop skill to have conversation with people about improve their diet for health benefit .",nan
Nature & Environment,"Even small climate changes can have large-scale consequences in agriculture and food systems with devastating effects for the people and their economies. On this course, you will learn strategies designed to mitigate the impact of climate change, develop resilient food systems and create sustainable development in local communities.,After understanding the concept of a food system, you’ll be introduced to the GCRF-AFRICAP programme and learn new methods that are being developed and used to analyse future direct and indirect climate impacts on African food systems. You’ll then investigate how scenario approaches and modelling tools are being used to inform policy responses.,Through case studies exploring diversifying food production and conservation agriculture in sub-Saharan countries, you will understand some of the strategies that are being implemented to build food system resilience. You will evaluate these strategies’ benefits and costs to communities, policymakers, and donors. By the end of the course, you’ll be able to apply ideas and concepts for building climate resilience in agriculture and food systems in your own country.,This course was funded by UK Research and Innovation as part of the Global Challenges Research Fund, grant numbers BB/P027784/1 and EP/T02397X/1. The development of this course has been supported by the Food, Agriculture and Natural Resources Policy Analysis Network, Chatham House, and the UK Met Office.",6.0,"{'instructor_link': '/profiles/1777665', 'instructor_name': 'Stephen Whitfield'}",Beginner,https://www.futurelearn.com/courses/climate-change-and-resilience-in-food-systems,Climate Change and Resilience in Food Systems,"4,887",47.0,27.99,"{'provider_link': 'https://www.futurelearn.com/partners/university-of-leeds',
 'provider_name': 'University of Leeds'}",4.6,Stephen Whitfield,University of Leeds,Nature & Environment,"[{""module_number"": None, ""module_name"": None, ""module_duration"": None}]",,,Futurelearn,"climate Change and Resilience in Food Systems even small climate change can have large - scale consequence in agriculture and food system with devastating effect for the people and their economy . on this course , you will learn strategy design to mitigate the impact of climate change , develop resilient food system and create sustainable development in local community . ,After understand the concept of a food system , you ’ll be introduce to the gcrf - africap programme and learn new method that be be develop and use to analyse future direct and indirect climate impact on african food system . you ’ll then investigate how scenario approach and modelling tool be be use to inform policy response . ,Through case study explore diversify food production and conservation agriculture in sub - saharan country , you will understand some of the strategy that be be implement to build food system resilience . you will evaluate these strategy ’ benefit and cost to community , policymaker , and donor . by the end of the course , you ’ll be able to apply idea and concept for build climate resilience in agriculture and food system in your own country . ,this course be fund by UK Research and Innovation as part of the Global Challenges Research Fund , grant number BB / P027784/1 and EP / T02397X/1 . the development of this course have be support by the Food , Agriculture and Natural Resources Policy Analysis Network , Chatham House , and the UK Met Office .",nan
Business & Management,"Whether we communicate from behind a screen or face to face, strong interpersonal skills allow us to share ideas, points of view, expertise, and information effectively.,On this course, you’ll discover the best communication strategies for effective workplace collaboration, and reflect on your own personal communication style.,You’ll learn the importance of matching your communication style with your work and project goals and learn how to manage and control challenging conversations.,Featured in the UK government’s The Skills Toolkit collection.",4.0,"{'instructor_link': '/profiles/10651548', 'instructor_name': 'Jennifer  Rosen'}",Beginner,https://www.futurelearn.com/courses/communication-and-interpersonal-skills-at-work,Communication and Interpersonal Skills at Work,"195,554",1738.0,27.99,"{'provider_link': 'https://www.futurelearn.com/partners/university-of-leeds',
 'provider_name': 'University of Leeds'}",4.8,Jennifer  Rosen,University of Leeds,Business & Management,"[{""module_number"": None, ""module_name"": None, ""module_duration"": None}]",,"[Comm style,Comm platform,Goal align,Pos outcome]",Futurelearn,"communication and Interpersonal Skills at work whether we communicate from behind a screen or face to face , strong interpersonal skill allow we to share idea , point of view , expertise , and information effectively . ,On this course , you ’ll discover the good communication strategy for effective workplace collaboration , and reflect on your own personal communication style . ,You’ll learn the importance of match your communication style with your work and project goal and learn how to manage and control challenging conversation . ,feature in the UK government ’s the Skills Toolkit collection .","communication, skill, manage, toolkit, importance, uk, reflect, match, view, good, Business & Management, Business & Management, [Comm style,Comm platform,Goal align,Pos outcome]"
Language,"When thinking of borders, images of division often come to mind. This introductory course will help you learn how borders can both divide and connect territories or people.,You’ll encounter and discuss a range of different borders and employ theories to analyse and explain the functions and effects of different borders on space, and individuals who occupy them and cross them. You’ll explore different circumstances of crossing borders focusing on motivations such as travel or immigration and understand the effects of the invisible borders we all cross everyday.",10.0,"{'instructor_link': '/profiles/5415607', 'instructor_name': 'Haynes Collins'}",Beginner,https://www.futurelearn.com/courses/intercultural-studies-crossing-borders,Introduction to Intercultural Studies: Crossing Borders,"8,310",25.0,27.99,"{'provider_link': 'https://www.futurelearn.com/partners/university-of-leeds',
 'provider_name': 'University of Leeds'}",4.4,Haynes Collins,University of Leeds,Language,"[{""module_number"": None, ""module_name"": None, ""module_duration"": None}]",,,Futurelearn,"introduction to Intercultural study : cross border when think of border , image of division often come to mind . this introductory course will help you learn how border can both divide and connect territory or people . ,You’ll encounter and discuss a range of different border and employ theory to analyse and explain the function and effect of different border on space , and individual who occupy they and cross they . you ’ll explore different circumstance of cross border focus on motivation such as travel or immigration and understand the effect of the invisible border we all cross everyday .",nan
"Science, Engineering & Maths","Without science writing, science could not really exist. By recording experiments and publishing the results of studies and discoveries, scientists can share their important work, and find an engaged audience.,Science writing takes many forms: from press releases to video scripts. You’ll learn about different types of science writing, and look at the factors which you need to consider to write a story.,You’ll discover how to gather accurate information and relevant opinions as well as tips on how to conduct a successful interview.",10.0,"{'instructor_link': '/profiles/3819908', 'instructor_name': 'Paul Taylor'}",Beginner,https://www.futurelearn.com/courses/discovering-science-science-writing,Discovering Science: Science Writing,"36,114",47.0,27.99,"{'provider_link': 'https://www.futurelearn.com/partners/university-of-leeds',
 'provider_name': 'University of Leeds'}",4.7,Paul Taylor,University of Leeds,Uncategorized,"[{""module_number"": None, ""module_name"": None, ""module_duration"": None}]",,[nan],Futurelearn,"discover science : Science write without science writing , science could not really exist . by record experiment and publish the result of study and discovery , scientist can share their important work , and find an engaged audience . ,Science writing take many form : from press release to video script . you ’ll learn about different type of science writing , and look at the factor which you need to consider to write a story . ,You’ll discover how to gather accurate information and relevant opinion as well as tip on how to conduct a successful interview .","writing, discover, interview, script, exist, engaged, tip, factor, video, really, Uncategorized, Science, Engineering & Maths, [nan]"
Healthcare & Medicine,"Advances in genomics have opened up exciting new possibilities for healthcare. On this course, you’ll learn what genomics is, and how it can revolutionise patient care. You’ll learn how genomic testing works, and consider the regulatory and ethical issues that surround it.,You’ll explore how genomics can improve patient care by understanding how genomic data helps clinicians to identify illness risk more accurately, using the specific examples of cancer and epidemics such as Zika virus disease. You will also look at the future of genomics, and how it might impact healthcare roles.",10.0,"{'instructor_link': '/profiles/9781293', 'instructor_name': 'paolo actis'}",Beginner,https://www.futurelearn.com/courses/medtech-exploring-the-human-genome,MedTech: Exploring the Human Genome,"7,819",26.0,27.99,"{'provider_link': 'https://www.futurelearn.com/partners/university-of-leeds',
 'provider_name': 'University of Leeds'}",4.4,paolo actis,University of Leeds,Health & Safety,"[{""module_number"": None, ""module_name"": None, ""module_duration"": None}]",,[nan],Futurelearn,"MedTech : explore the Human Genome Advances in genomic have open up exciting new possibility for healthcare . on this course , you ’ll learn what genomic be , and how it can revolutionise patient care . you ’ll learn how genomic testing work , and consider the regulatory and ethical issue that surround it . ,You’ll explore how genomic can improve patient care by understand how genomic datum help clinician to identify illness risk more accurately , use the specific example of cancer and epidemic such as Zika virus disease . you will also look at the future of genomic , and how it might impact healthcare role .","genomic, clinician, zika, ethical, care, testing, revolutionise, datum, impact, course, Health & Safety, Healthcare & Medicine, [nan]"
"Science, Engineering & Maths","Learn about the role that radiation and greenhouse gases play in our understanding of atmospheric chemistry. As levels of CO2 in the atmosphere increase, you will discover the solutions scientists are exploring to reduce levels. And, discover how missions to other planets and moons in our solar system are revealing extraordinarily diverse atmospheres. Explore how an exponential increase in the discovery of new exoplanets is helping us learn about the evolution of our own atmosphere.",10.0,"{'instructor_link': '/profiles/3819908', 'instructor_name': 'Paul Taylor'}",Open,https://www.futurelearn.com/courses/discovering-science-atmospheric-chemistry,Discovering Science: Atmospheric Chemistry,"15,181",12.0,27.99,"{'provider_link': 'https://www.futurelearn.com/partners/university-of-leeds',
 'provider_name': 'University of Leeds'}",4.7,Paul Taylor,University of Leeds,Uncategorized,"[{""module_number"": None, ""module_name"": None, ""module_duration"": None}]",,[nan],Futurelearn,"discover Science : Atmospheric Chemistry learn about the role that radiation and greenhouse gas play in our understanding of atmospheric chemistry . as level of CO2 in the atmosphere increase , you will discover the solution scientist be explore to reduce level . and , discover how mission to other planet and moon in our solar system be reveal extraordinarily diverse atmosphere . explore how an exponential increase in the discovery of new exoplanet be help we learn about the evolution of our own atmosphere .","atmosphere, chemistry, discover, evolution, exponential, mission, reduce, extraordinarily, diverse, play, Uncategorized, Science, Engineering & Maths, [nan]"
"Science, Engineering & Maths","Find out how the Penicillin class of antibiotics has been a major breakthrough in the treatment of patients. However, with bacteria developing efficient ways of resisting antibiotic treatment, discover how scientists are treating patients with infections resulting from resistant bacteria.,The world’s population is approaching eight billion people, putting increasing strain on our ability to feed everybody. Explore the strategies currently being developed, and the role that chemistry plays in finding solutions to food security.",10.0,"{'instructor_link': '/profiles/3819908', 'instructor_name': 'Paul Taylor'}",Beginner,https://www.futurelearn.com/courses/discovering-science-global-challenges,Discovering Science: Global Challenges,"10,856",5.0,27.99,"{'provider_link': 'https://www.futurelearn.com/partners/university-of-leeds',
 'provider_name': 'University of Leeds'}",4.0,Paul Taylor,University of Leeds,Uncategorized,"[{""module_number"": None, ""module_name"": None, ""module_duration"": None}]",,[nan],Futurelearn,"discover Science : Global challenge find out how the Penicillin class of antibiotic have be a major breakthrough in the treatment of patient . however , with bacteria develop efficient way of resist antibiotic treatment , discover how scientist be treat patient with infection result from resistant bacteria . ,The world ’s population be approach eight billion people , put increase strain on our ability to feed everybody . explore the strategy currently be develop , and the role that chemistry play in find solution to food security .","antibiotic, chemistry, breakthrough, challenge, population, feed, explore, everybody, major, way, Uncategorized, Science, Engineering & Maths, [nan]"
Business & Management,"Are you ready to tackle today’s rapidly moving world of work?,This two-week course will teach you how to learn, develop, and adapt to changes in the workplace, and how to cope with its demanding environment.,Hearing from professionals and using practical examples, you’ll learn the value of resilience and adaptability and how it has helped others create successful careers. You’ll also examine the reasons why employers are looking for these skills in particular.,With guidance from experts, you’ll discover how developing new skills helps you to do your job more effectively and adapt to new roles and ways of working.,To help you succeed in the digital workplace, you’ll learn how to evaluate your current strengths and identify the value of workplace wellbeing for yourself.,To feel ready to show your skills in an interview, you’ll assess and practice your own adaptability.,By the end of the course, you’ll have the resilience and skills to look after yourself in the workplace, so you can forge a happier and healthier career.",6.0,"{'instructor_link': '/profiles/9858326', 'instructor_name': 'Sophie Pendrell'}",Open,https://www.futurelearn.com/courses/wellbeing-and-resilience-at-work-sc,Wellbeing and Resilience at Work,971,11.0,27.99,"{'provider_link': 'https://www.futurelearn.com/partners/university-of-leeds',
 'provider_name': 'University of Leeds'}",5.0,Sophie Pendrell,University of Leeds,Business & Management,"[{""module_number"": None, ""module_name"": None, ""module_duration"": None}]",,"[Identify key features, Assess techniques, Develop plan, Identify adaptability, Assess adaptability, Demonstrate ability]",Futurelearn,"wellbeing and Resilience at Work be you ready to tackle today ’s rapidly move world of work?,this two - week course will teach you how to learn , develop , and adapt to change in the workplace , and how to cope with its demand environment . ,Hearing from professional and use practical example , you ’ll learn the value of resilience and adaptability and how it have help other create successful career . you ’ll also examine the reason why employer be look for these skill in particular . ,With guidance from expert , you ’ll discover how develop new skill help you to do your job more effectively and adapt to new role and way of work . ,To help you succeed in the digital workplace , you ’ll learn how to evaluate your current strength and identify the value of workplace wellbee for yourself . ,To feel ready to show your skill in an interview , you ’ll assess and practice your own adaptability . ,By the end of the course , you ’ll have the resilience and skill to look after yourself in the workplace , so you can forge a happy and healthy career .","resilience, adaptability, practice, wellbee, healthy, employer, digital, ready, evaluate, feel, Business & Management, Business & Management, [Identify key features, Assess techniques, Develop plan, Identify adaptability, Assess adaptability, Demonstrate ability]"
Nature & Environment,"Modern agriculture and global food systems have become very complex and do not always provide people with affordable and nutritious food. This course presents current research, which aims to place nutrition at the heart of the food system. With a focus on the Global South, you’ll learn about the components of the food system and their link to nutrition and acquire the skills to implement and evaluate nutrition-sensitive interventions.,To uncover the benefits of nutrition-sensitive agriculture, you need to understand key concepts in agriculture, food and nutrition research and learn about the role of crops and livestock in a healthy and sustainable diet.,You’ll also acquire nutrition-specific skills used to evaluate food and diets and apply them in course activities. This will help you to design and assess nutrition-sensitive interventions. You’ll then examine research-led material on bio-fortification and other innovative food processing methods to understand how to diversify food production and improve the nutritional value of foods.,As you conceptualise nutrition in relation to food systems, you’ll evaluate the consequences of nutrition-sensitive interventions and policies on socioeconomic and environmental aspects. You’ll also explore the role of different stakeholders and understand the crucial role of women in driving improvements in nutrition outcomes in households and communities.,This course is based on research led by experts in agriculture, nutrition and environmental sciences from the University of Leeds, the University of Pretoria and FARNPAN.",8.0,"{'instructor_link': '/profiles/1094276', 'instructor_name': 'Caroline Orfila'}",Beginner,https://www.futurelearn.com/courses/nutrition-sensitive-agriculture,A Nutritional Approach to Agriculture and Food Security,"2,620",22.0,27.99,"{'provider_link': 'https://www.futurelearn.com/partners/university-of-leeds',
 'provider_name': 'University of Leeds'}",4.5,Caroline Orfila,University of Leeds,Nature & Environment,"[{""module_number"": None, ""module_name"": None, ""module_duration"": None}]",,"[Conceptualise nutrition, Evaluate approach, Develop skills, Apply evaluation, Evaluate consequences, Assess role]",Futurelearn,"a nutritional approach to Agriculture and Food Security Modern agriculture and global food system have become very complex and do not always provide people with affordable and nutritious food . this course present current research , which aim to place nutrition at the heart of the food system . with a focus on the Global South , you ’ll learn about the component of the food system and their link to nutrition and acquire the skill to implement and evaluate nutrition - sensitive intervention . ,To uncover the benefit of nutrition - sensitive agriculture , you need to understand key concept in agriculture , food and nutrition research and learn about the role of crop and livestock in a healthy and sustainable diet . ,You’ll also acquire nutrition - specific skill use to evaluate food and diet and apply they in course activity . this will help you to design and assess nutrition - sensitive intervention . you ’ll then examine research - lead material on bio - fortification and other innovative food processing method to understand how to diversify food production and improve the nutritional value of food . ,As you conceptualise nutrition in relation to food system , you ’ll evaluate the consequence of nutrition - sensitive intervention and policy on socioeconomic and environmental aspect . you ’ll also explore the role of different stakeholder and understand the crucial role of woman in drive improvement in nutrition outcome in household and community . ,this course be base on research lead by expert in agriculture , nutrition and environmental science from the University of Leeds , the University of Pretoria and FARNPAN .","nutrition, intervention, stakeholder, south, household, sensitive, fortification, farnpan, evaluate, uncover, Nature & Environment, Nature & Environment, [Conceptualise nutrition, Evaluate approach, Develop skills, Apply evaluation, Evaluate consequences, Assess role]"
Language,"On this course you will examine the idea of intercultural contact and the effects of cultural interactions from historical and global perspectives. Through videos and articles, you will discover how intercultural contact is experienced in our everyday lives, and learn about the ways in which people develop intercultural competence.,As the course progresses, you’ll consider terms such as ‘globalisation’ and ‘acculturation’, explore the relationship between nationality and culture, and compare different experiences of returning ‘home’ following periods of absence.",10.0,"{'instructor_link': '/profiles/5415607', 'instructor_name': 'Haynes Collins'}",Beginner,https://www.futurelearn.com/courses/intercultural-studies-contact,Introduction to Intercultural Studies: Intercultural Contact,"7,586",18.0,27.99,"{'provider_link': 'https://www.futurelearn.com/partners/university-of-leeds',
 'provider_name': 'University of Leeds'}",4.6,Haynes Collins,University of Leeds,Language,"[{""module_number"": None, ""module_name"": None, ""module_duration"": None}]",,[nan],Futurelearn,"introduction to Intercultural Studies : intercultural contact on this course you will examine the idea of intercultural contact and the effect of cultural interaction from historical and global perspective . through video and article , you will discover how intercultural contact be experience in our everyday life , and learn about the way in which people develop intercultural competence . ,As the course progress , you ’ll consider term such as ' globalisation ' and ' acculturation ' , explore the relationship between nationality and culture , and compare different experience of return ' home ' follow period of absence .","intercultural, acculturation, interaction, global, contact, explore, life, introduction, return, way, Language, Language, [nan]"
Education,"Apprenticeships are changing. The UK Government has introduced new standards to ensure apprentices are receiving quality training. Discover how using digital technology can enrich your apprentices’ experience and open up opportunities for your organisation.,You’ll learn how to weave in digital resources across the whole apprentice journey from preparation to end-point assessment. You’ll navigate through the Jisc Apprenticeship Toolkit stages of Preparation, Planning, Delivery and Assessment which will help you develop your own designs for a digitally-enriched apprenticeship programme.",8.0,"{'instructor_link': '/profiles/596225', 'instructor_name': 'Diana Laurillard'}",Open,https://www.futurelearn.com/courses/blended-learning-digitally-enriched-apprenticeships,Blended Learning Essentials: Digitally-Enriched Apprenticeships,"9,714",9.0,27.99,"{'provider_link': 'https://www.futurelearn.com/partners/university-of-leeds',
 'provider_name': 'University of Leeds'}",4.8,Diana Laurillard,University of Leeds,Social Sciences,"[{""module_number"": None, ""module_name"": None, ""module_duration"": None}]",,[nan],Futurelearn,"Blended Learning Essentials : Digitally - Enriched Apprenticeships Apprenticeships be change . the UK Government have introduce new standard to ensure apprentice be receive quality training . discover how use digital technology can enrich your apprentice ' experience and open up opportunity for your organisation . ,You’ll learn how to weave in digital resource across the whole apprentice journey from preparation to end - point assessment . you ’ll navigate through the Jisc Apprenticeship Toolkit stage of Preparation , Planning , Delivery and Assessment which will help you develop your own design for a digitally - enrich apprenticeship programme .","apprenticeships, digital, assessment, toolkit, uk, jisc, preparation, enrich, navigate, end, Social Sciences, Education, [nan]"
"Science, Engineering & Maths","Discover how chemotherapy has evolved, and some of the breakthroughs and developments chemists have made in the fight against cancer over the last 10 years.,Diagnostic imaging examines how scientists learn about, and treat, the inside of the body without invasive surgery. You’ll explore how modern imaging techniques diagnose problems quickly and safely, and how diseases which may not previously have been picked up are identified.,Intrigued? Then sign up for this short course to find out more.",10.0,"{'instructor_link': '/profiles/3819908', 'instructor_name': 'Paul Taylor'}",Beginner,https://www.futurelearn.com/courses/discovering-science-medicinal-chemistry,Discovering Science: Medicinal Chemistry,"25,523",36.0,27.99,"{'provider_link': 'https://www.futurelearn.com/partners/university-of-leeds',
 'provider_name': 'University of Leeds'}",4.5,Paul Taylor,University of Leeds,Uncategorized,"[{""module_number"": None, ""module_name"": None, ""module_duration"": None}]",,[nan],Futurelearn,"discover Science : Medicinal Chemistry Discover how chemotherapy have evolve , and some of the breakthrough and development chemist have make in the fight against cancer over the last 10 year . ,Diagnostic imaging examine how scientist learn about , and treat , the inside of the body without invasive surgery . you ’ll explore how modern imaging technique diagnose problem quickly and safely , and how disease which may not previously have be pick up be identify . ,Intrigued ? then sign up for this short course to find out more .","chemotherapy, imaging, diagnose, discover, chemistry, modern, intrigued, safely, fight, 10, Uncategorized, Science, Engineering & Maths, [nan]"
Nature & Environment,"The world is facing unprecedented and pressing social and environmental challenges.,The United Nations’ Sustainable Development Goals have been developed to tackle these issues and are a call for action to end poverty, protect the planet, and ensure that all people enjoy peace and action towards sustainability.,Achieving these goals requires rethinking our society’s action everywhere, from governments to businesses.,On this course, you’ll explore the what, why and how of the 17 SDGs and understand what key global challenges remain as we work towards a sustainable and inclusive world.",21.0,"{'instructor_link': '/profiles/10377755',
 'instructor_name': 'Nikodemus Solitander'}",Beginner,https://www.futurelearn.com/courses/organising-for-sustainable-development-goals,Organising for the Sustainable Development Goals (SDGs),"7,868",52.0,27.99,"{'provider_link': 'https://www.futurelearn.com/partners/hanken-school-of-economics',
 'provider_name': 'Hanken School of Economics'}",4.7,Nikodemus Solitander,Hanken School of Economics,Nature & Environment,"[{""module_number"": None, ""module_name"": None, ""module_duration"": None}]",,"[Demonstrate knowledge, Identify ways, Reflect critically]",Futurelearn,"organise for the Sustainable Development Goals ( sdg ) the world be face unprecedented and press social and environmental challenge . ,The United Nations ' Sustainable Development Goals have be develop to tackle these issue and be a call for action to end poverty , protect the planet , and ensure that all people enjoy peace and action towards sustainability . ,Achieving these goal require rethink our society ’s action everywhere , from government to business . ,On this course , you ’ll explore the what , why and how of the 17 sdg and understand what key global challenge remain as we work towards a sustainable and inclusive world .","sustainability, sdg, develop, planet, inclusive, united, rethink, 17, tackle, enjoy, Nature & Environment, Nature & Environment, [Demonstrate knowledge, Identify ways, Reflect critically]"
Big Data & Analytics ,"People all over the world are facing multiple serious threats to their well-being. From global warming to the burden of chronic disease, there is a need for different disciplines and professionals to work together towards a common purpose of helping people to behave differently.,On this course, you’ll be supported to think about problems in terms of behaviours and apply principles and practices that can enable change.,Using frameworks based on behavioural science, you’ll learn a systematic method for developing interventions.,You’ll consider how to define a behaviour, and then see how to distinguish behaviours from what influences them and the outcomes they lead to.,You’ll be introduced to three behavioural science tools, understand how they link together, and how they can be applied. You will also learn how to select key behaviours from a ‘system’ of behaviours.,As you find out how to think about behaviours in their context, you’ll conduct a ‘behavioural diagnosis’ to understand what influences them, and develop appropriate intervention strategies.,To understand behaviours and design interventions to change them, you will become familiar with the Capability Opportunity Motivation – Behaviour (COM-B) model, the Behaviour Change Wheel (BCW), and the Behaviour Change Techniques Taxonomy (BCTT).,Behavioural science experts at UCL will guide you through different types of behaviour change intervention and related policy options.,You’ll leave this course understanding key principles and practices of behaviour change. You’ll learn how to apply these to the problems you want to tackle and emerge confident about how to change behaviours for the better.",,"{'instructor_link': '/profiles/12181809', 'instructor_name': ""Danielle D'Lima""}",,https://www.futurelearn.com/courses/behaviour-change-interventions,Behaviour Change Interventions: Introductory Principles and Practice,"2,383",92.0,154,"{'provider_link': 'https://www.futurelearn.com/partners/ucl',
 'provider_name': 'UCL (University College London)'}",4.7,,UCL (University College London),Data Science,"[{""module_number"": None, ""module_name"": None, ""module_duration"": None}]",,"[Identification,Describe,Apply,Evaluate]",Futurelearn,"Behaviour Change Interventions : Introductory Principles and Practice People all over the world be face multiple serious threat to their well - being . from global warming to the burden of chronic disease , there be a need for different discipline and professional to work together towards a common purpose of help people to behave differently . ,On this course , you ’ll be support to think about problem in term of behaviour and apply principle and practice that can enable change . ,Using framework base on behavioural science , you ’ll learn a systematic method for develop intervention . ,You’ll consider how to define a behaviour , and then see how to distinguish behaviour from what influence they and the outcome they lead to . ,You’ll be introduce to three behavioural science tool , understand how they link together , and how they can be apply . you will also learn how to select key behaviour from a ' system ' of behaviour . ,As you find out how to think about behaviour in their context , you ’ll conduct a ' behavioural diagnosis ' to understand what influence they , and develop appropriate intervention strategy . ,To understand behaviour and design intervention to change they , you will become familiar with the Capability Opportunity Motivation – Behaviour ( com - B ) model , the Behaviour Change Wheel ( BCW ) , and the Behaviour Change Techniques Taxonomy ( BCTT).,Behavioural science expert at UCL will guide you through different type of behaviour change intervention and related policy option . ,You’ll leave this course understand key principle and practice of behaviour change . you ’ll learn how to apply these to the problem you want to tackle and emerge confident about how to change behaviour for the well .","interventions, framework, diagnosis, wheel, bctt, burden, apply, define, different, select, Data Science, Big Data & Analytics , [Identification,Describe,Apply,Evaluate]"
