Descriptions,Duration,Instructor_full,Level,Link,Modules,Name,NumReviews,Price,Stars,InstructorName,Categories,MasterCategories,ProviderName,Provider_full,NumEnrolled,ReviewsURL,Skills,Source,string,Keywords
"This self-paced training course gives participants broad study of security controls and techniques on Google Cloud. Through recorded lectures, demonstrations, and hands-on labs, participants explore and deploy the components of a secure Google Cloud solution, including Cloud Storage access control technologies, Security Keys, Customer-Supplied Encryption Keys, API access controls, scoping, shielded VMs, encryption, and signed URLs. It also covers securing Kubernetes environments.",0,"{'instructor_link': 'https://www.pluralsight.com/authors/google-cloud',
 'instructor_name': '\nGoogle Cloud\n'}",Beginner,https://www.pluralsight.com/courses/security-best-practices-google-cloud-8,"[{'module_number': 0, 'module_name': '\nWelcome to Security Best Practices in Google Cloud\n', 'module_duration': '\n0mins\n'}, {'module_number': 1, 'module_name': '\nSecuring Compute Engine: Techniques and Best Practices\n', 'module_duration': '\n35mins\n'}, {'module_number': 2, 'module_name': '\nSecuring Cloud Data: Techniques and Best Practices\n', 'module_duration': '\n34mins\n'}, {'module_number': 3, 'module_name': '\nApplication Security: Techniques and Best Practices\n', 'module_duration': '\n28mins\n'}, {'module_number': 4, 'module_name': '\nSecuring Google Kubernetes Engine: Techniques and Best Practices\n', 'module_duration': '\n22mins\n'}, {'module_number': 5, 'module_name': '\nCourse Resources\n', 'module_duration': '\n0mins\n'}]",Security Best Practices in Google Cloud,None,45,5,Google Cloud,Information Technology,Information Technology,,"{'provider_link': None, 'provider_name': None}",None,,"Security controls,Storage access,Encryption Keys,API access,Kubernetes",Pluralsight,"Security Best Practices in Google Cloud this self - pace training course give participant broad study of security control and technique on Google Cloud . through recorded lecture , demonstration , and hand - on lab , participant explore and deploy the component of a secure Google Cloud solution , include Cloud Storage access control technology , Security Keys , Customer - Supplied Encryption Keys , API access control , scope , shielded vm , encryption , and sign url . it also cover secure Kubernetes environment .","security, kubernetes, vm, api, lecture, deploy, hand, url, pace, include, Information Technology, Information Technology, Security controls,Storage access,Encryption Keys,API access,Kubernetes"
"In this self-paced training course, participants learn mitigations for attacks at many points in a Google Cloud-based infrastructure, including Distributed Denial-of-Service attacks, phishing attacks, and threats involving content classification and use. They also learn about the Security Command Center, cloud logging and audit logging, and using Forseti to view overall compliance with your organization's security policies.",0,"{'instructor_link': 'https://www.pluralsight.com/authors/google-cloud',
 'instructor_name': '\nGoogle Cloud\n'}",Beginner,https://www.pluralsight.com/courses/mitigating-security-vulnerabilities-google-cloud-7,"[{'module_number': 0, 'module_name': '\nWelcome to Mitigating Security Vulnerabilities on Google Cloud\n', 'module_duration': '\n0mins\n'}, {'module_number': 1, 'module_name': '\nProtecting against Distributed Denial of Service Attacks (DDoS)\n', 'module_duration': '\n19mins\n'}, {'module_number': 2, 'module_name': '\nContent-Related Vulnerabilities: Techniques and Best Practices\n', 'module_duration': '\n12mins\n'}, {'module_number': 3, 'module_name': '\nMonitoring, Logging, Auditing and Scanning\n', 'module_duration': '\n26mins\n'}, {'module_number': 4, 'module_name': '\nCourse Resources\n', 'module_duration': '\n0mins\n'}]",Mitigating Security Vulnerabilities on Google Cloud,None,45,5,Google Cloud,Information Technology,Information Technology,,"{'provider_link': None, 'provider_name': None}",None,,"Mitigations,DDoS,Phishing,Content classification,Security Command,Forseti",Pluralsight,"Mitigating Security Vulnerabilities on Google Cloud in this self - pace training course , participant learn mitigation for attack at many point in a Google Cloud - base infrastructure , include distribute Denial - of - service attack , phishe attack , and threat involve content classification and use . they also learn about the Security Command Center , cloud logging and audit log , and use Forseti to view overall compliance with your organization 's security policy .","cloud, threat, compliance, phishe, classification, logging, command, pace, include, point, Information Technology, Information Technology, Mitigations,DDoS,Phishing,Content classification,Security Command,Forseti"
"In a tech career, your ability to learn is your #1 skill. And like any skill, you can get better at it. So, let’s learn how to learn more effectively and efficiently. We’ll take a quick look at how the brain learns, then look at some different techniques and practical tips you can apply.",0,"{'instructor_link': 'https://www.pluralsight.com/authors/techskills-day',
 'instructor_name': '\n#TechSkillsDay\n'}",Beginner,https://www.pluralsight.com/courses/learning-most-important-tech-skill,"[{'module_number': 0, 'module_name': '\nLearning: The most important tech skill\n', 'module_duration': '\n28mins\n'}]",Learning: The Most Important Tech Skill,None,45,5,#TechSkillsDay,Uncategorized,Uncategorized,,"{'provider_link': None, 'provider_name': None}",None,,"Brain learning,Techniques,Practical tips",Pluralsight,"learn : the most Important Tech Skill in a tech career , your ability to learn be your # 1 skill . and like any skill , you can get well at it . so , let ’s learn how to learn more effectively and efficiently . we ’ll take a quick look at how the brain learn , then look at some different technique and practical tip you can apply .","tech, learn, efficiently, brain, technique, ability, tip, apply, let, look, Uncategorized, Uncategorized, Brain learning,Techniques,Practical tips"
"Learn how and why Dr. Sam Aaron created Sonic Pi, the live coding music synth accessible to everyone—even beginners as young as 10. Then dive into some core technical innovations that enable powerful, live music expression. And by ""dive into,"" we mean enjoy a live performance.",0,"{'instructor_link': 'https://www.pluralsight.com/authors/techskills-day',
 'instructor_name': '\n#TechSkillsDay\n'}",Beginner,https://www.pluralsight.com/courses/sonic-pi,"[{'module_number': 0, 'module_name': '\nSonic Pi\n', 'module_duration': '\n38mins\n'}]",Sonic Pi,None,45,5,#TechSkillsDay,Arts and Humanities,Arts and Humanities,,"{'provider_link': None, 'provider_name': None}",None,,"Sonic Pi,Live coding,Core innovations,Live performance",Pluralsight,"sonic Pi Learn how and why Dr. Sam Aaron create Sonic Pi , the live code music synth accessible to everyone — even beginner as young as 10 . then dive into some core technical innovation that enable powerful , live music expression . and by "" dive into , "" we mean enjoy a live performance .","sonic, synth, pi, sam, beginner, live, innovation, young, expression, enable, Arts and Humanities, Arts and Humanities, Sonic Pi,Live coding,Core innovations,Live performance"
"Let's live code a LEGO wishlist site! Using React and JavaScript, you'll learn about key skills like components, hooks, and events. A great introduction for new learners and a fun refresher with some tried and true patterns for everyone else.",0,"{'instructor_link': 'https://www.pluralsight.com/authors/techskills-day',
 'instructor_name': '\n#TechSkillsDay\n'}",Beginner,https://www.pluralsight.com/courses/one-brick-time-building-react,"[{'module_number': 0, 'module_name': '\nOne Brick at a Time: Building with React\n', 'module_duration': '\n30mins\n'}]",One Brick at a Time: Building with React,None,45,5,#TechSkillsDay,Uncategorized,Uncategorized,,"{'provider_link': None, 'provider_name': None}",None,,"[Components,Hooks,Events]",Pluralsight,"one Brick at a time : building with React Let us live code a LEGO wishlist site ! use React and JavaScript , you will learn about key skill like component , hook , and event . a great introduction for new learner and a fun refresher with some tried and true pattern for everyone else .","react, building, javascript, wishlist, learner, fun, refresher, pattern, true, let, Uncategorized, Uncategorized, [Components,Hooks,Events]"
"In today's whirlwind tech world, is it better to be a specialist or a generalist? Do certifications matter? Does a college degree and your major affect what you can do? Join our panel of experienced tech experts as they dive into the advantages and disadvantages of each path, the value of certifications and upskilling, and how to navigate your career on your own terms.",0,"{'instructor_link': 'https://www.pluralsight.com/authors/techskills-day',
 'instructor_name': '\n#TechSkillsDay\n'}",Beginner,https://www.pluralsight.com/courses/specialist-vs-dot-generalist-unlocking-tech-potential,"[{'module_number': 0, 'module_name': '\nSpecialist vs. generalist: Unlocking your tech potential\n', 'module_duration': '\n34mins\n'}]",Specialist vs. Generalist: Unlocking Your Tech Potential,None,45,5,#TechSkillsDay,Uncategorized,Uncategorized,,"{'provider_link': None, 'provider_name': None}",None,,"[Specialist,Generalist,Certifications]",Pluralsight,"Specialist vs. Generalist : unlock your tech Potential in today 's whirlwind tech world , be it well to be a specialist or a generalist ? do certification matter ? do a college degree and your major affect what you can do ? join our panel of experienced tech expert as they dive into the advantage and disadvantage of each path , the value of certification and upskilling , and how to navigate your career on your own term .","generalist, certification, major, vs, navigate, disadvantage, unlock, upskilling, whirlwind, panel, Uncategorized, Uncategorized, [Specialist,Generalist,Certifications]"
Listen in as our experts discuss barriers to entry in tech and how everyone (companies and individuals) can break through them. You’ll hear about policies and practices that have made work more inclusive and walk away empowered to excel in tech.,0,"{'instructor_link': 'https://www.pluralsight.com/authors/techskills-day',
 'instructor_name': '\n#TechSkillsDay\n'}",Beginner,https://www.pluralsight.com/courses/overcoming-barriers-tech,"[{'module_number': 0, 'module_name': '\nOvercoming Barriers in Tech\n', 'module_duration': '\n31mins\n'}]",Overcoming Barriers in Tech,None,45,5,#TechSkillsDay,Uncategorized,Uncategorized,,"{'provider_link': None, 'provider_name': None}",None,,"[Barriers,Inclusive,Empowered]",Pluralsight,overcome Barriers in tech listen in as our expert discuss barrier to entry in tech and how everyone ( company and individual ) can break through they . you ’ll hear about policy and practice that have make work more inclusive and walk away empower to excel in tech .,"barriers, tech, practice, policy, entry, empower, hear, walk, individual, excel, Uncategorized, Uncategorized, [Barriers,Inclusive,Empowered]"
"In
this course, Security Champion: OWASP Top 10, you’ll
learn more about the OWASP Top 10 and how it fits into
organizational security. You will learn about what the
OWASP Top 10 is, how it is used to improve
organizational security, and explore in detail how it is
applied. When you are finished with this course, you’ll have a
better understanding of what the OWASP Top 10 is and
how you can use it in your daily job functions to help
improve your organization’s security posture.",0,"{'instructor_link': 'https://www.pluralsight.com/authors/kat-seymour',
 'instructor_name': '\nKat DeLorean Seymour\n'}",Beginner,https://www.pluralsight.com/courses/owasp-top-10-security-champion,"[{'module_number': 0, 'module_name': '\nSecurity Champion: OWASP Top 10\n', 'module_duration': '\n15mins\n'}]",Developer Security Champion: OWASP Top 10,None,29,5,Kat DeLorean Seymour,Information Technology,Information Technology,,"{'provider_link': None, 'provider_name': None}",None,,"[OWASP,Security,Organizations]",Pluralsight,"Developer Security Champion : OWASP Top 10 in 
 this course , Security Champion : OWASP Top 10 , you ’ll 
 learn more about the OWASP Top 10 and how it fit into 
 organizational security . you will learn about what the 
 OWASP Top 10 be , how it be use to improve 
 organizational security , and explore in detail how it be 
 apply . when you be finish with this course , you ’ll have a 
 well understanding of what the OWASP Top 10 be and 
 how you can use it in your daily job function to help 
 improve your organization ’s security posture .","security, owasp, organization, developer, improve, apply, 10, daily, posture, function, Information Technology, Information Technology, [OWASP,Security,Organizations]"
"Offensive tools can trigger alerts, lead to early detection,
and reveal TTPs and C2 infrastructure. In this course,
Network Pen Testing with Python, you’ll learn to automate
offensive security techniques with Python. First, you’ll
explore Information Gathering and Initial Access. Next,
you’ll discover how to conduct post-exploitation with
Python. Finally, you’ll learn how to identify opportunities of
exfiltrating data.. When you’re finished with this course, you’ll
have the skills and knowledge of pen testing automation
needed to assess the security controls of an organization.",2,"{'instructor_link': 'https://www.pluralsight.com/authors/cristian-pascariu',
 'instructor_name': '\nCristian Pascariu\n'}",Intermediate,https://www.pluralsight.com/courses/python-network-pen-testing,"[{'module_number': 0, 'module_name': '\nCourse Overview\n', 'module_duration': '\n2mins\n'}, {'module_number': 1, 'module_name': '\nInitial Access and Network Scanning with Python\n', 'module_duration': '\n35mins\n'}, {'module_number': 2, 'module_name': '\nPost Exploitation with Python\n', 'module_duration': '\n20mins\n'}, {'module_number': 3, 'module_name': '\nActions on Objectives and Data Exfiltration with Python\n', 'module_duration': '\n29mins\n'}]",Network Pen Testing with Python,None,29,5,Cristian Pascariu,Information Technology,Information Technology,,"{'provider_link': None, 'provider_name': None}",None,,"[Python,Exploitation,Exfiltrating]",Pluralsight,"Network Pen Testing with Python Offensive tool can trigger alert , lead to early detection , 
 and reveal ttp and C2 infrastructure . in this course , 
 Network Pen Testing with Python , you ’ll learn to automate 
 offensive security technique with Python . first , you ’ll 
 explore information Gathering and Initial Access . next , 
 you ’ll discover how to conduct post - exploitation with 
 Python . finally , you ’ll learn how to identify opportunity of 
 exfiltrating datum .. when you ’re finish with this course , you ’ll 
 have the skill and knowledge of pen testing automation 
 need to assess the security control of an organization .","python, testing, security, ttp, offensive, exfiltrating, datum, early, c2, gathering, Information Technology, Information Technology, [Python,Exploitation,Exfiltrating]"
"Scott and Sophy go live to share what you can discover during a lifetime of learning. How do we stay focused? How do we get comfortable with being uncomfortable but still grow as technologists? They both enjoy making things but suffer from imposter syndrome. Hear how they learn from each other despite their differences. By the end, you'll realize anyone can learn and mentor, no matter their age or experience.",0,"{'instructor_link': 'https://www.pluralsight.com/authors/techskills-day',
 'instructor_name': '\n#TechSkillsDay\n'}",Beginner,https://www.pluralsight.com/courses/our-path-success-was-failure-scott-hanselman-code-sophy,"[{'module_number': 0, 'module_name': '\nOur Path to Success was Failure with Scott Hanselman and Code By Sophy\n', 'module_duration': '\n31mins\n'}]",Our Path to Success was Failure with Scott Hanselman and Code By Sophy,None,45,5,#TechSkillsDay,Uncategorized,Uncategorized,,"{'provider_link': None, 'provider_name': None}",None,,"[Focus,Growth,Learn,Mentor]",Pluralsight,"our Path to Success be failure with Scott Hanselman and Code by Sophy Scott and Sophy go live to share what you can discover during a lifetime of learning . how do we stay focused ? how do we get comfortable with be uncomfortable but still grow as technologist ? they both enjoy make thing but suffer from imposter syndrome . hear how they learn from each other despite their difference . by the end , you will realize anyone can learn and mentor , no matter their age or experience .","technologist, mentor, scott, sophy, hanselman, imposter, focused, code, lifetime, suffer, Uncategorized, Uncategorized, [Focus,Growth,Learn,Mentor]"
"Network Inspection is a critical part of solving many problems in web applications, including bug performance improvement, bug hunting data privacy, and security. In this course, Fiddler Classic 5: The Big Picture, you’ll learn why tools such as Fiddler exist and what problems they solve. First, you’ll explore the problem area and typical approaches used. Next, you’ll discover different use cases for network inspection technology. Finally, you’ll learn how to establish a workflow for solving network inspection issues utilizing Fiddler Classic 5. When you’re finished with this course, you’ll have the skills and knowledge of network inspection with Fiddler needed to confidently implement solutions involving HTTP(S) network data traffic.",0,"{'instructor_link': 'https://www.pluralsight.com/authors/ajson',
 'instructor_name': ""\nAllen O'Neill\n""}",Beginner,https://www.pluralsight.com/courses/fiddler-classic-5-big-picture,"[{'module_number': 0, 'module_name': '\nCourse Overview\n', 'module_duration': '\n1min\n'}, {'module_number': 1, 'module_name': '\nUnderstanding HTTP(S) Network Data and Where Fiddler Classic 5 Fits In\n', 'module_duration': '\n15mins\n'}, {'module_number': 2, 'module_name': '\nUsing Fiddler 5 for Network Inspection\n', 'module_duration': '\n38mins\n'}, {'module_number': 3, 'module_name': '\nSummary and Next Steps\n', 'module_duration': '\n1min\n'}]",Fiddler Classic 5: The Big Picture,None,45,5,Allen O'Neill,Information Technology,Information Technology,,"{'provider_link': None, 'provider_name': None}",None,,"[Network,Inspection,Problem,Fiddler]",Pluralsight,"Fiddler Classic 5 : the Big Picture Network Inspection be a critical part of solve many problem in web application , include bug performance improvement , bug hunt datum privacy , and security . in this course , Fiddler Classic 5 : the Big Picture , you ’ll learn why tool such as Fiddler exist and what problem they solve . first , you ’ll explore the problem area and typical approach use . next , you ’ll discover different use case for network inspection technology . finally , you ’ll learn how to establish a workflow for solve network inspection issue utilize Fiddler Classic 5 . when you ’re finish with this course , you ’ll have the skill and knowledge of network inspection with Fiddler need to confidently implement solution involve HTTP(S ) network datum traffic .","fiddler, inspection, workflow, datum, privacy, need, solve, establish, bug, include, Information Technology, Information Technology, [Network,Inspection,Problem,Fiddler]"
"Major advances have been made in developing applications that utilize some form of AI, and software developers are now using tools such as GitHub Copilot and ChatGPT to help them code their projects. However, there's not nearly as much consideration given to how to test these applications. Angie will share her experiences with testing today's cutting-edge, innovative applications that utilize AI and the challenges of ensuring that they actually work the way we intend them to.",0,"{'instructor_link': 'https://www.pluralsight.com/authors/techskills-day',
 'instructor_name': '\n#TechSkillsDay\n'}",Beginner,https://www.pluralsight.com/courses/reality-developing-artificial-world-plus-q-angie-jones,"[{'module_number': 0, 'module_name': '\nThe reality of developing an artificial world (plus Q&A with Angie Jones)\n', 'module_duration': '\n49mins\n'}]",The Reality of Developing an Artificial World (plus Q&A with Angie Jones),None,45,5,#TechSkillsDay,Uncategorized,Uncategorized,,"{'provider_link': None, 'provider_name': None}",None,,"[AI,Testing,Challenges,Intend]",Pluralsight,"the reality of develop an Artificial World ( plus Q&A with Angie Jones ) major advance have be make in develop application that utilize some form of AI , and software developer be now use tool such as GitHub Copilot and ChatGPT to help they code their project . however , there be not nearly as much consideration give to how to test these application . Angie will share her experience with testing today 's cutting - edge , innovative application that utilize AI and the challenge of ensure that they actually work the way we intend they to .","testing, angie, application, github, chatgpt, innovative, world, consideration, jones, nearly, Uncategorized, Uncategorized, [AI,Testing,Challenges,Intend]"
"Managing and maintaining the architecture of an Angular application is an exhilarating endeavor! In this course, Angular Monorepos with Nx, you’ll learn to
create and maintain Angular Applications in a Nx workspace.
First, you’ll explore the monorepository approach and how it
differs from other approaches when developing Angular
applications. Next, you’ll discover how to set up features in a
Nx workspace, choosing the correct library type and the
correct folder structure to have a maintainable architecture
in the end. Finally, you’ll learn how to use the built-in Nx tools
to have an overview of your architecture, how to share code
and enforce code quality and consistency inside your
workspaces. When you’re finished with this course, you’ll
have the skills and knowledge of Nx workspaces to create
future-proof and scalable Angular applications, add new
features separated in libraries incrementally and have a
workspace which will rely on the latest tool set, a maximum
overview and control and best practices.",3,"{'instructor_link': 'https://www.pluralsight.com/authors/fabian-gosebrink',
 'instructor_name': '\nFabian Gosebrink\n'}",Advanced,https://www.pluralsight.com/courses/angular-monorepos-nx,"[{'module_number': 0, 'module_name': '\nCourse Overview\n', 'module_duration': '\n2mins\n'}, {'module_number': 1, 'module_name': '\nCourse Introduction\n', 'module_duration': '\n11mins\n'}, {'module_number': 2, 'module_name': '\nGetting Started with Nx\n', 'module_duration': '\n28mins\n'}, {'module_number': 3, 'module_name': '\nCreating and Evolving an Angular Nx Workspace\n', 'module_duration': '\n71mins\n'}, {'module_number': 4, 'module_name': '\nUsing Nx Tooling to Ensure Quality and Consistency\n', 'module_duration': '\n28mins\n'}]",Angular Monorepos with Nx,None,45,5,Fabian Gosebrink,Arts and Humanities,Arts and Humanities,,"{'provider_link': None, 'provider_name': None}",None,,"[Monorepos,Nx,Features,Libraries]",Pluralsight,"Angular Monorepos with Nx Managing and maintain the architecture of an angular application be an exhilarate endeavor ! in this course , Angular Monorepos with Nx , you ’ll learn to 
 create and maintain Angular Applications in a nx workspace . 
 first , you ’ll explore the monorepository approach and how it 
 differ from other approach when develop angular 
 application . next , you ’ll discover how to set up feature in a 
 Nx workspace , choose the correct library type and the 
 correct folder structure to have a maintainable architecture 
 in the end . finally , you ’ll learn how to use the build - in nx tool 
 to have an overview of your architecture , how to share code 
 and enforce code quality and consistency inside your 
 workspace . when you ’re finish with this course , you ’ll 
 have the skill and knowledge of nx workspace to create 
 future - proof and scalable angular application , add new 
 feature separate in library incrementally and have a 
 workspace which will rely on the late tool set , a maximum 
 overview and control and good practice .","angular, monorepository, overview, workspace, incrementally, rely, separate, proof, add, exhilarate, Arts and Humanities, Arts and Humanities, [Monorepos,Nx,Features,Libraries]"
"The NIST Risk management Framework is a critical part of regulatory compliance and overall risk reduction, but can be difficult to navigate. In this course, Security Framework: NIST RMF, you'll gain solid foundational knowledge on the risk management aspect of security, as well as how to employ the RMF to effectively deal with risk and regulatory compliance in your organization. First, you'll learn the basic concepts of the RMF, including its benefits, history, its purpose, and scope. Next, you'll discover the compliance aspects of the framework and which organizations are required to use it, as well as the seven phases of the RMF process. Finally, you'll learn how to implement the framework in your organization and how to use it in conjunction with other security frameworks. By the end of this course, you'll be well-versed in the NIST RMF and how it can help you reduce cyber risk, secure the organization’s assets, and be compliant with regulatory requirements.",2,"{'instructor_link': 'https://www.pluralsight.com/authors/bobby-rogers',
 'instructor_name': '\nBobby Rogers\n'}",Beginner,https://www.pluralsight.com/courses/nist-rmf-security-framework,"[{'module_number': 0, 'module_name': '\nCourse Overview\n', 'module_duration': '\n2mins\n'}, {'module_number': 1, 'module_name': '\nIntroduction to the Risk Management Framework\n', 'module_duration': '\n14mins\n'}, {'module_number': 2, 'module_name': '\nUnderstanding the RMF Process\n', 'module_duration': '\n23mins\n'}, {'module_number': 3, 'module_name': '\nImplementing the RMF\n', 'module_duration': '\n29mins\n'}]",Security Framework: NIST RMF,None,29,5,Bobby Rogers,Business & Management,Business & Management,,"{'provider_link': None, 'provider_name': None}",None,,"[NIST,Risk,Compliance,Frameworks]",Pluralsight,"security Framework : nist rmf the NIST risk management Framework be a critical part of regulatory compliance and overall risk reduction , but can be difficult to navigate . in this course , Security Framework : NIST RMF , you will gain solid foundational knowledge on the risk management aspect of security , as well as how to employ the RMF to effectively deal with risk and regulatory compliance in your organization . first , you will learn the basic concept of the RMF , include its benefit , history , its purpose , and scope . next , you will discover the compliance aspect of the framework and which organization be require to use it , as well as the seven phase of the RMF process . finally , you will learn how to implement the framework in your organization and how to use it in conjunction with other security framework . by the end of this course , you will be well - verse in the NIST RMF and how it can help you reduce cyber risk , secure the organization ’s asset , and be compliant with regulatory requirement .","framework, rmf, compliance, risk, nist, navigate, discover, phase, include, verse, Business & Management, Business & Management, [NIST,Risk,Compliance,Frameworks]"
"Sliver is a command and control server for adversary emulation. In this course, Command and Control with Sliver, you’ll cover how to utilize Sliver to execute Command and Control in a red team environment. First, you’ll witness how to generate implants for your targets. Next, you’ll apply the implants to your targets and generate sessions with the server. Finally, you’ll simulate command and control over multiple protocols. When you’re finished with this course, you’ll have the skills and knowledge to execute these techniques: T1071.001 and T1071.004 using Sliver. More importantly, knowing how these techniques can be used against you will ultimately lend to your ability as an organization, or an individual, to detect and defend against specific attack vectors.",0,"{'instructor_link': 'https://www.pluralsight.com/authors/matt-glass',
 'instructor_name': '\nMatt Glass\n'}",Intermediate,https://www.pluralsight.com/courses/sliver-command-control,"[{'module_number': 0, 'module_name': '\nCourse Overview\n', 'module_duration': '\n1min\n'}, {'module_number': 1, 'module_name': '\nCommand and Control with Sliver\n', 'module_duration': '\n16mins\n'}, {'module_number': 2, 'module_name': '\nResources\n', 'module_duration': '\n1min\n'}]",Command and Control with Sliver,None,29,5,Matt Glass,Nature & Environment,Nature & Environment,,"{'provider_link': None, 'provider_name': None}",None,,"Adversary emulation,Generate implants,Execute sessions,Simulate C2",Pluralsight,"command and Control with Sliver Sliver be a command and control server for adversary emulation . in this course , Command and Control with Sliver , you ’ll cover how to utilize Sliver to execute Command and Control in a red team environment . first , you ’ll witness how to generate implant for your target . next , you ’ll apply the implant to your target and generate session with the server . finally , you ’ll simulate command and control over multiple protocol . when you ’re finish with this course , you ’ll have the skill and knowledge to execute these technique : t1071.001 and T1071.004 use Sliver . more importantly , know how these technique can be use against you will ultimately lend to your ability as an organization , or an individual , to detect and defend against specific attack vector .","sliver, emulation, defend, detect, implant, execute, t1071, organization, vector, know, Nature & Environment, Nature & Environment, Adversary emulation,Generate implants,Execute sessions,Simulate C2"
"In this course, PowerPoint 365 Pro, you will take your PowerPoint knowledge to the ultimate level. First, you will learn how to work with document outlines and use morph transitions. Next, you will learn how to work with slide masters, SmartArt graphics and media. Finally, you will learn how to combine presentations, inspect and review a presentation and deliver your presentation to an audience. When youíre finished with this course, you will have the skills needed to create, polish and deliver professional presentations (and complete preparation for the Microsoft Office exams).",4,"{'instructor_link': 'https://www.pluralsight.com/authors/clip-training',
 'instructor_name': '\nClipTraining\n'}",Intermediate,https://www.pluralsight.com/courses/powerpoint-365-pro,"[{'module_number': 0, 'module_name': '\nDocument Outlines\n', 'module_duration': '\n19mins\n'}, {'module_number': 1, 'module_name': '\nWorking with Masters\n', 'module_duration': '\n39mins\n'}, {'module_number': 2, 'module_name': '\nWorking with SmartArt Graphics\n', 'module_duration': '\n16mins\n'}, {'module_number': 3, 'module_name': '\nWorking with Media\n', 'module_duration': '\n43mins\n'}, {'module_number': 4, 'module_name': '\nCombining Presentations\n', 'module_duration': '\n17mins\n'}, {'module_number': 5, 'module_name': '\nPresenting a Slide Show\n', 'module_duration': '\n31mins\n'}, {'module_number': 6, 'module_name': '\nFinalizing a Presentation\n', 'module_duration': '\n37mins\n'}]",PowerPoint 365 Pro,None,45,5,ClipTraining,Arts and Humanities,Arts and Humanities,,"{'provider_link': None, 'provider_name': None}",None,,"Document outlines,Morph transitions,Slide masters,SmartArt graphics",Pluralsight,"powerpoint 365 Pro in this course , PowerPoint 365 Pro , you will take your PowerPoint knowledge to the ultimate level . first , you will learn how to work with document outline and use morph transition . next , you will learn how to work with slide master , smartart graphic and medium . finally , you will learn how to combine presentation , inspect and review a presentation and deliver your presentation to an audience . when youíre finish with this course , you will have the skill need to create , polish and deliver professional presentation ( and complete preparation for the Microsoft Office exam ) .","powerpoint, professional, transition, 365, document, preparation, morph, youíre, need, polish, Arts and Humanities, Arts and Humanities, Document outlines,Morph transitions,Slide masters,SmartArt graphics"
"In this course, PowerPoint 2021 Pro, you will take your PowerPoint knowledge to the ultimate level. First, you will learn how to work with document outlines and use morph transitions. Next, you will learn how to work with slide masters, SmartArt graphics and media. Finally, you will learn how to combine presentations, inspect and review a presentation and deliver your presentation to an audience. When youíre finished with this course, you will have the skills needed to create, polish and deliver professional presentations (and complete preparation for the Microsoft Office exams).",4,"{'instructor_link': 'https://www.pluralsight.com/authors/clip-training',
 'instructor_name': '\nClipTraining\n'}",Intermediate,https://www.pluralsight.com/courses/powerpoint-2021-pro,"[{'module_number': 0, 'module_name': '\nDocument Outlines\n', 'module_duration': '\n20mins\n'}, {'module_number': 1, 'module_name': '\nWorking with Masters\n', 'module_duration': '\n40mins\n'}, {'module_number': 2, 'module_name': '\nWorking with SmartArt Graphics\n', 'module_duration': '\n16mins\n'}, {'module_number': 3, 'module_name': '\nWorking with Media\n', 'module_duration': '\n41mins\n'}, {'module_number': 4, 'module_name': '\nCombining Presentations\n', 'module_duration': '\n17mins\n'}, {'module_number': 5, 'module_name': '\nPresenting a Slide Show\n', 'module_duration': '\n23mins\n'}, {'module_number': 6, 'module_name': '\nFinalizing a Presentation\n', 'module_duration': '\n28mins\n'}]",PowerPoint 2021 Pro,None,45,5,ClipTraining,Arts and Humanities,Arts and Humanities,,"{'provider_link': None, 'provider_name': None}",None,,"Document outlines,Morph transitions,Slide masters,SmartArt graphics",Pluralsight,"powerpoint 2021 Pro in this course , PowerPoint 2021 Pro , you will take your PowerPoint knowledge to the ultimate level . first , you will learn how to work with document outline and use morph transition . next , you will learn how to work with slide master , smartart graphic and medium . finally , you will learn how to combine presentation , inspect and review a presentation and deliver your presentation to an audience . when youíre finish with this course , you will have the skill need to create , polish and deliver professional presentation ( and complete preparation for the Microsoft Office exam ) .","powerpoint, 2021, transition, document, preparation, morph, review, master, need, polish, Arts and Humanities, Arts and Humanities, Document outlines,Morph transitions,Slide masters,SmartArt graphics"
